username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
fotballrespect1;2017-09-23 17:09;0;0;"#EVEBOU #AFCB #EFC #COYB #EvertonFC Wayne Rooney suffers horror eye injury in #Everton 's clash with #Bournemouth - http://www. dailymotion.com/video/x61qyjr";;;#EVEBOU #AFCB #EFC #COYB #EvertonFC #Everton #Bournemouth;"911638600701194240";https://twitter.com/fotballrespect1/status/911638600701194240
seancardo;2017-09-23 17:09;2;1;"Wayne Rooney suffered a nasty cut above the eye in #Everton 's win over #Bournemouth . #EVEBOU #EFC #AFCB #seanknows pic.twitter.com/W9EjBiLeLn";;;#Everton #Bournemouth #EVEBOU #EFC #AFCB #seanknows;"911638585203417088";https://twitter.com/seancardo/status/911638585203417088
SkyFantasyFooty;2017-09-23 17:08;4;13;"Here are your 3pm MOTM's: #SOUMUN - Jones #STOCHE – Morata #MCICRY – Sane #EVEBOU – Niasse #SWAWAT – Femenia #BURHUD – Schindler pic.twitter.com/rCNLYnzfze";;;#SOUMUN #STOCHE #MCICRY #EVEBOU #SWAWAT #BURHUD;"911638520237887488";https://twitter.com/SkyFantasyFooty/status/911638520237887488
CDBaker86;2017-09-23 17:08;0;1;"Niasse potentially saving Koeman's job even though Ronald has made it very clear that he doesn't fancy it. #EFC #EVEBOU";;;#EFC #EVEBOU;"911638477225254912";https://twitter.com/CDBaker86/status/911638477225254912
FPLFamily;2017-09-23 17:07;1;0;"What an important win for @Everton today. Another 'dare not lose' game. Can they kick on? Any #Niasse owners out there? #FPL #EFC #EVEBOU pic.twitter.com/KSwBFBAA7s";;@Everton;#Niasse #FPL #EFC #EVEBOU;"911638234161180672";https://twitter.com/FPLFamily/status/911638234161180672
PanditFPL;2017-09-23 17:04;3;0;"Poin Bonus SEMENTARA #EVEBOU 3-Niasse 2-King 1-Daniels #SWAWAT 3-Abraham, Gray 2 1-Richarlison #BURHUD 3-Schindler 2-Ward 1-Zanka";;;#EVEBOU #SWAWAT #BURHUD;"911637292200083456";https://twitter.com/PanditFPL/status/911637292200083456
EFCfanzone;2017-09-23 17:01;8;21;"King #OUMARNIASSE - so #humble #EFC #EVEBOU #EVERTON pic.twitter.com/cDosz7KwOH";;;#OUMARNIASSE #humble #EFC #EVEBOU #EVERTON;"911636584684036096";https://twitter.com/EFCfanzone/status/911636584684036096
RBMersey;2017-09-23 17:00;0;0;"Did you vote in the Everton Player Grades. #EFC #EVEBOU https:// royalbluemersey.sbnation.com/2017/9/23/1635 4450/man-of-the-match-player-grades-poll-everton-vs-bournemouth-niasse-koeman-rooney …";;;#EFC #EVEBOU;"911636288746524673";https://twitter.com/RBMersey/status/911636288746524673
elliefarwell28;2017-09-23 16:57;1;6;"Disappointed not to get a photo with Eddie, but incredibly happy to join franno and the players on the pitch for kick off #Afcb #EVEBOU pic.twitter.com/nj1bRMNOqA";;;#Afcb #EVEBOU;"911635757529489409";https://twitter.com/elliefarwell28/status/911635757529489409
EFCfanzone;2017-09-23 16:56;1;3;"Wrote this article about #niasse before the Sunderland game. He is helping me prove my point #EFC #EVERTON #EVEBOU http:// efcfanzone.co.uk/?p=2198";;;#niasse #EFC #EVERTON #EVEBOU;"911635367253725185";https://twitter.com/EFCfanzone/status/911635367253725185
petersmullen;2017-09-23 16:55;0;0;"A massive 3 points Niasse and Davies were brilliant when came on and for me they must start Thursday #EVEBOU #COYBS #EPL";;;#EVEBOU #COYBS #EPL;"911635248169046017";https://twitter.com/petersmullen/status/911635248169046017
PimientoFutbol;2017-09-23 16:53;0;0;"Oumar Niasse is Everton's unlikely matchwinner against Bournemouth #90Minutes #EVEBOU http:// trib.in/2wIZnEg";;;#90Minutes #EVEBOU;"911634753337651200";https://twitter.com/PimientoFutbol/status/911634753337651200
EFCfanzone;2017-09-23 16:53;1;1;"Full #EVEBOU match report currently being written. In the meantime, Sum today's game up in 3 words! #EFC #EVERTON http:// efcfanzone.co.uk/?p=2230";;;#EVEBOU #EFC #EVERTON;"911634670466605057";https://twitter.com/EFCfanzone/status/911634670466605057
afcbvancity;2017-09-23 16:53;0;0;"Focus on the performance. They were the better team. Shame about the loss. #evebou";;;#evebou;"911634609791574016";https://twitter.com/afcbvancity/status/911634609791574016
bankolehabeeb;2017-09-23 16:52;22;1;"Perfect score for #EVEBOU : 2-1. 130 points so far, I think #PFPChallenge .";;;#EVEBOU #PFPChallenge;"911634319508217856";https://twitter.com/bankolehabeeb/status/911634319508217856
hum_bolega;2017-09-23 16:51;0;0;"No #WayneRooney hasn't retired from #football for #boxing . It's Rio yet we see him bloodied. Such is life...!! #EVEBOU pic.twitter.com/OoO57aiDco";;;#WayneRooney #football #boxing #EVEBOU;"911634186959589376";https://twitter.com/hum_bolega/status/911634186959589376
ProSoccerTalk;2017-09-23 16:50;0;0;"Under fire Ronald Koeman reacts after #EFC comes back to claim massive three points | #PLonNBC #EVEBOU http:// wp.me/p2g4vo-1Nq0";;;#EFC #PLonNBC #EVEBOU;"911633773686599680";https://twitter.com/ProSoccerTalk/status/911633773686599680
NBCSportsSoccer;2017-09-23 16:50;0;6;"Under fire Ronald Koeman reacts after #EFC comes back to claim massive three points | #PLonNBC #EVEBOU http:// wp.me/p2g4vo-1Nq0";;;#EFC #PLonNBC #EVEBOU;"911633769815187458";https://twitter.com/NBCSportsSoccer/status/911633769815187458
sportstarweb;2017-09-23 16:48;0;2;"Renaissance man Niasse strikes twice to give Everton its first win in five matches. #EVEBOU http://www. sportstarlive.com/football/epl/n iasse-double-relieves-pressure-on-koeman/article19743823.ece …";;;#EVEBOU;"911633409079836672";https://twitter.com/sportstarweb/status/911633409079836672
MirzaZayed2017;2017-09-23 16:44;0;0;"Out of all the candidates, it's Oumar Niasse who saves Everton, and seals a comeback win for them #EVEBOU";;;#EVEBOU;"911632413918298113";https://twitter.com/MirzaZayed2017/status/911632413918298113
Simonromz;2017-09-23 16:40;0;0;"How ironical is it that it is #Niasse saving @RonaldKoeman job at @Everton #evebou";;@RonaldKoeman @Everton;#Niasse #evebou;"911631492937392128";https://twitter.com/Simonromz/status/911631492937392128
JChorain;2017-09-23 16:40;0;0;"Qui a dit que le foot n'était pas un sport de contact ? #foot #rooney #everton #EVEBOU https:// twitter.com/lequipe/status /911618292351164418 …";;;#foot #rooney #everton #EVEBOU;"911631425576800256";https://twitter.com/JChorain/status/911631425576800256
CalDumbell;2017-09-23 16:40;0;1;"Crucial comeback for #EFC , disappointing performance but Davies and Niasse the heroes from the bench, so happy for Oumar #EVEBOU";;;#EFC #EVEBOU;"911631425060966400";https://twitter.com/CalDumbell/status/911631425060966400
RoyalBlueStuey;2017-09-23 16:40;0;4;"Proper old style "Limbs everywhere" for the goals today. Oh @Everton we love you. #coyb #EVEBOU";;@Everton;#coyb #EVEBOU;"911631364264534016";https://twitter.com/RoyalBlueStuey/status/911631364264534016
RBMersey;2017-09-23 16:39;0;0;"Our instant reaction immediately after that game was a one word refrain. #EFC #EVEBOU https:// royalbluemersey.sbnation.com/2017/9/23/1635 4424/everton-2-1-bournemouth-final-score-results-oumar-niasse-goals-highlights-how-did-that-just-happen …";;;#EFC #EVEBOU;"911631166524059648";https://twitter.com/RBMersey/status/911631166524059648
toisports;2017-09-23 16:39;0;2;"#EPL #EVEBOU Super sub Niasse helps @Everton sink @afcbournemouth Report: http:// toi.in/KCnEbb/a24gk pic.twitter.com/strJmfm6iE";;@Everton @afcbournemouth;#EPL #EVEBOU;"911631149235036160";https://twitter.com/toisports/status/911631149235036160
HarryHightower;2017-09-23 16:37;1;1;"Catching up on the match events via Twitter due to travel. The range of emotions was amazing. In Oumar we trust. #EVEBOU #EFC pic.twitter.com/97PdLYQiXS";;;#EVEBOU #EFC;"911630648422600704";https://twitter.com/HarryHightower/status/911630648422600704
mkun310;2017-09-23 16:37;0;1;"Wayne Rooney tryna be Itachi against Bournemouth #everton #EVEBOU #amaterasu #naruto pic.twitter.com/zets7sQKZ5";;;#everton #EVEBOU #amaterasu #naruto;"911630564142178304";https://twitter.com/mkun310/status/911630564142178304
pabocouk;2017-09-23 16:36;0;0;"Every @Everton fan tonight be like.... #EFC #COYB #evebou pic.twitter.com/ApNyN1aqc2";;@Everton;#EFC #COYB #evebou;"911630277486743557";https://twitter.com/pabocouk/status/911630277486743557
n810el;2017-09-23 16:36;0;0;"Missed the game but what a great comeback! Couldn't ask for more. How we love Niasse now! #COYB #EFC #niasse #comebackkids #EVEBOU @Everton";;@Everton;#COYB #EFC #niasse #comebackkids #EVEBOU;"911630236864806912";https://twitter.com/n810el/status/911630236864806912
EFCfanzone;2017-09-23 16:34;5;21;"MOTM results are in, The Award goes to the KING #OUMARNIASSE Fully deserved! #Niasse #EFC #EVEBOU #EVERTON pic.twitter.com/PUi4944Emi";;;#OUMARNIASSE #Niasse #EFC #EVEBOU #EVERTON;"911629761037946887";https://twitter.com/EFCfanzone/status/911629761037946887
RoyalBlueStuey;2017-09-23 16:33;0;1;"Took the roof off the place with that second goal. Truly joyous! #coyb #evebou #oumarniasse";;;#coyb #evebou #oumarniasse;"911629658134863873";https://twitter.com/RoyalBlueStuey/status/911629658134863873
